,Title,URL,Image,AverageStars,NumberofReviews,ReviewsURL,Price,Free Pickup
40,Coway AP-1512HH Mighty White Air Purifier with True HEPA and Smart Mode,https://www.walmart.com/ip/Coway-AP-1512HH-Mighty-White-Air-Purifier-with-True-HEPA-and-Smart-Mode/194187883?wpa_bd=&wpa_pg_seller_id=F55CDC31AB754BB68FE0B39041159D63&wpa_ref_id=wpaqs:rxQslfdsPQVPDNo7MzdGzagUqSGRfccRZ9KRqwGKXSVIYPgQAsp6jmUmkwzZFwGZ9YYJoTUwhNTE3zkULQJUA1b7xlKbJ6A3ejoef0OqmxnGB3IoyhbBDrAKKWBl6PC4FR1pIJzx8NKRXUdcALlb8eIqF2sqlXu-TLRnJrhSK4IvDl9hWIR7S5FgKZWajIE1lNjY_3WoYkVJIUxhnI3EXQ&wpa_tag=&wpa_aux_info=&wpa_pos=1&wpa_plmt=1145x1145_T-C-IG_TI_1-2_HL-INGRID-GRID-NY&wpa_aduid=76259287-4b72-4bd0-8064-f6a0c79aeb2e&wpa_pg=search&wpa_pg_id=room air purifier&wpa_st=room%2Bair%2Bpurifier&wpa_tax=1072864_133032_1231459_46324_2001565&wpa_bucket=__bkt__,https://i5.walmartimages.com/asr/620213fd-d3f3-4e0a-a69b-89e0e0578c08_1.91b3fb91648f11c8f48836c6f8f2d2f5.jpeg?odnHeight=200&odnWidth=200&odnBg=ffffff,4.6,137,https://www.walmart.com/ip/Coway-AP-1512HH-Mighty-White-Air-Purifier-with-True-HEPA-and-Smart-Mode/194187883?wpa_bd=&wpa_pg_seller_id=F55CDC31AB754BB68FE0B39041159D63&wpa_ref_id=wpaqs:rxQslfdsPQVPDNo7MzdGzagUqSGRfccRZ9KRqwGKXSVIYPgQAsp6jmUmkwzZFwGZ9YYJoTUwhNTE3zkULQJUA1b7xlKbJ6A3ejoef0OqmxnGB3IoyhbBDrAKKWBl6PC4FR1pIJzx8NKRXUdcALlb8eIqF2sqlXu-TLRnJrhSK4IvDl9hWIR7S5FgKZWajIE1lNjY_3WoYkVJIUxhnI3EXQ&wpa_tag=&wpa_aux_info=&wpa_pos=1&wpa_plmt=1145x1145_T-C-IG_TI_1-2_HL-INGRID-GRID-NY&wpa_aduid=76259287-4b72-4bd0-8064-f6a0c79aeb2e#customer-reviews&wpa_pg=search&wpa_pg_id=room air purifier&wpa_st=room%2Bair%2Bpurifier&wpa_tax=1072864_133032_1231459_46324_2001565&wpa_bucket=__bkt__,$184.00,True
166,"Honeywell AirGenius 5 Air Cleaner/Odor Reducer, HFD320, Black",https://www.walmart.com/ip/Honeywell-AirGenius-5-Air-Cleaner-Odor-Reducer-HFD320-Black/22286857,https://i5.walmartimages.com/asr/7665f2cf-6b3a-4a11-b866-c34b50aca9b0_1.3d1b9ef3b867ce59df78f35eee7c39af.jpeg?odnHeight=200&odnWidth=200&odnBg=ffffff,4.0,126,https://www.walmart.com/ip/Honeywell-AirGenius-5-Air-Cleaner-Odor-Reducer-HFD320-Black/22286857#customer-reviews,$209.99,True
232,Hamilton Beach True Air Room Odor Eliminator | Model# 04532GM,https://www.walmart.com/ip/Hamilton-Beach-True-Air-Room-Odor-Eliminator-Model-04532GM/21667767,https://i5.walmartimages.com/asr/b031cda6-f65b-4418-8c41-236e1651b9ff_1.ecb4bb720dbb54f69a137997935182c5.jpeg?odnHeight=200&odnWidth=200&odnBg=ffffff,4.3,110,https://www.walmart.com/ip/Hamilton-Beach-True-Air-Room-Odor-Eliminator-Model-04532GM/21667767#customer-reviews,$39.99,True
3,"Filtrete by 3M Room Air Purifier, Medium Room Console, 160 Sq ft Coverage, Black, HEPA-Type Allergen Filter Included",https://www.walmart.com/ip/Filtrete-by-3M-Room-Air-Purifier-Medium-Room-Console-160-Sq-ft-Coverage-Black-HEPA-Type-Allergen-Filter-Included/127887719,https://i5.walmartimages.com/asr/610a6cda-e89f-45a7-ad21-17c6c7a290db_1.ef36004d17708544b33aa0b32566df69.jpeg?odnHeight=200&odnWidth=200&odnBg=ffffff,4.5,81,https://www.walmart.com/ip/Filtrete-by-3M-Room-Air-Purifier-Medium-Room-Console-160-Sq-ft-Coverage-Black-HEPA-Type-Allergen-Filter-Included/127887719#customer-reviews,$79.88,True
43,"Filtrete by 3M Room Air Purifier, Medium Room Console, 160 Sq ft Coverage, Black, HEPA-Type Allergen Filter Included",https://www.walmart.com/ip/Filtrete-by-3M-Room-Air-Purifier-Medium-Room-Console-160-Sq-ft-Coverage-Black-HEPA-Type-Allergen-Filter-Included/127887719,https://i5.walmartimages.com/asr/610a6cda-e89f-45a7-ad21-17c6c7a290db_1.ef36004d17708544b33aa0b32566df69.jpeg?odnHeight=200&odnWidth=200&odnBg=ffffff,4.5,81,https://www.walmart.com/ip/Filtrete-by-3M-Room-Air-Purifier-Medium-Room-Console-160-Sq-ft-Coverage-Black-HEPA-Type-Allergen-Filter-Included/127887719#customer-reviews,$79.88,True
7,"Filtrete by 3M Room Air Purifier, Large Room Tower, 370 Sq ft Coverage, Black, True HEPA Filter Included",https://www.walmart.com/ip/Filtrete-by-3M-Room-Air-Purifier-Large-Room-Tower-370-Sq-ft-Coverage-Black-True-HEPA-Filter-Included/673898756,https://i5.walmartimages.com/asr/8a87346a-b21b-478e-bb5e-6bd7ad89d2fa_1.4cdea1539c444576e984429594efb129.jpeg?odnHeight=200&odnWidth=200&odnBg=ffffff,4.0,80,https://www.walmart.com/ip/Filtrete-by-3M-Room-Air-Purifier-Large-Room-Tower-370-Sq-ft-Coverage-Black-True-HEPA-Filter-Included/673898756#customer-reviews,$194.00,True
47,"Filtrete by 3M Room Air Purifier, Large Room Tower, 370 Sq ft Coverage, Black, True HEPA Filter Included",https://www.walmart.com/ip/Filtrete-by-3M-Room-Air-Purifier-Large-Room-Tower-370-Sq-ft-Coverage-Black-True-HEPA-Filter-Included/673898756,https://i5.walmartimages.com/asr/8a87346a-b21b-478e-bb5e-6bd7ad89d2fa_1.4cdea1539c444576e984429594efb129.jpeg?odnHeight=200&odnWidth=200&odnBg=ffffff,4.0,80,https://www.walmart.com/ip/Filtrete-by-3M-Room-Air-Purifier-Large-Room-Tower-370-Sq-ft-Coverage-Black-True-HEPA-Filter-Included/673898756#customer-reviews,$194.00,True
156,"GermGuardian Air Purifier with True HEPA Filter, UV-C 3-in-1 AC5300B 28-Inch Tower",https://www.walmart.com/ip/GermGuardian-Air-Purifier-with-True-HEPA-Filter-UV-C-3-in-1-AC5300B-28-Inch-Tower/44906055,https://i5.walmartimages.com/asr/81d58f1e-33a0-4c20-bc09-22bb387df4d6_1.b39b9aa0c4a593e1edf11f4ef1671ea8.jpeg?odnHeight=200&odnWidth=200&odnBg=ffffff,4.6,80,https://www.walmart.com/ip/GermGuardian-Air-Purifier-with-True-HEPA-Filter-UV-C-3-in-1-AC5300B-28-Inch-Tower/44906055#customer-reviews,$115.74,True
235,HoMedics AP-T40WT Totalclean 5-In-1 Tower Air Purifier (White),https://www.walmart.com/ip/HoMedics-AP-T40WT-Totalclean-5-In-1-Tower-Air-Purifier-White/843287811,https://i5.walmartimages.com/asr/7619685c-5d6d-4695-825d-a0e9b36517ef.834cb6b70b2b1fcc69b4ab467d5b48b4.jpeg?odnHeight=200&odnWidth=200&odnBg=ffffff,4.5,64,https://www.walmart.com/ip/HoMedics-AP-T40WT-Totalclean-5-In-1-Tower-Air-Purifier-White/843287811#customer-reviews,$253.06,True
56,"Envion Therapure 230H, UV Germicidal HEPA Style Air Purifier, White",https://www.walmart.com/ip/Envion-Therapure-230H-UV-Germicidal-HEPA-Style-Air-Purifier-White/42613756,https://i5.walmartimages.com/asr/f82633ba-5891-4195-96f2-dc83332bd49a.00d8d60e3055130e0d9a7f16d7b05fe5.jpeg?odnHeight=200&odnWidth=200&odnBg=ffffff,4.5,64,https://www.walmart.com/ip/Envion-Therapure-230H-UV-Germicidal-HEPA-Style-Air-Purifier-White/42613756#customer-reviews,$116.95,True
16,"Envion Therapure 230H, UV Germicidal HEPA Style Air Purifier, White",https://www.walmart.com/ip/Envion-Therapure-230H-UV-Germicidal-HEPA-Style-Air-Purifier-White/42613756,https://i5.walmartimages.com/asr/f82633ba-5891-4195-96f2-dc83332bd49a.00d8d60e3055130e0d9a7f16d7b05fe5.jpeg?odnHeight=200&odnWidth=200&odnBg=ffffff,4.5,64,https://www.walmart.com/ip/Envion-Therapure-230H-UV-Germicidal-HEPA-Style-Air-Purifier-White/42613756#customer-reviews,$116.95,True
165,"HoMedics TotalClean 5 IN 1 Tower Air Purifier, AP-T40",https://www.walmart.com/ip/HoMedics-TotalClean-5-IN-1-Tower-Air-Purifier-AP-T40/316826197,https://i5.walmartimages.com/asr/7e6e7d95-3899-47db-a931-02e8eb3fc789_1.caec0f2dde1c70c26d9fd546e0761de7.jpeg?odnHeight=200&odnWidth=200&odnBg=ffffff,4.6,63,https://www.walmart.com/ip/HoMedics-TotalClean-5-IN-1-Tower-Air-Purifier-AP-T40/316826197#customer-reviews,$249.99,True
135,"LEVOIT LV-H132 Air Purifier with True Hepa Filter, Odor Allergies Eliminator for Smokers, Smoke, Dust, Mold, Home and Pets, Air Cleaner with Night Light, US-120V",https://www.walmart.com/ip/LEVOIT-LV-H132-Air-Purifier-True-Hepa-Filter-Odor-Allergies-Eliminator-Smokers-Smoke-Dust-Mold-Home-Pets-Cleaner-Night-Light-US-120V/450937026,https://i5.walmartimages.com/asr/46e7b2b3-1ed6-453b-ade7-edf309c8423d_1.d22b9b24b82da77e4245b9d1d65ac515.jpeg?odnHeight=200&odnWidth=200&odnBg=ffffff,4.3,63,https://www.walmart.com/ip/LEVOIT-LV-H132-Air-Purifier-True-Hepa-Filter-Odor-Allergies-Eliminator-Smokers-Smoke-Dust-Mold-Home-Pets-Cleaner-Night-Light-US-120V/450937026#customer-reviews,$89.99,True
180,"Honeywell HEPA Allergen Remover HPA200, Black",https://www.walmart.com/ip/Honeywell-HEPA-Allergen-Remover-HPA200-Black/39993102,https://i5.walmartimages.com/asr/543c4fd9-7a16-4553-b892-56bbc15470aa_1.2f5a64937b4cb4f49213feca1fdc7371.jpeg?odnHeight=200&odnWidth=200&odnBg=ffffff,4.6,51,https://www.walmart.com/ip/Honeywell-HEPA-Allergen-Remover-HPA200-Black/39993102#customer-reviews,$178.00,True
82,40% Off Filtrete Large Room Air Purifier (370 SQ Ft Coverage) with a Year's Supply of Filters,https://www.walmart.com/nco/40-Off-Filtrete-Large-Room-Air-Purifier-370-SQ-Ft-Coverage-with-a-Year-apos-s-Supply-of-Filters/662243461,https://i5.walmartimages.com/asr/44ec4618-0cac-412f-a113-9574589d94fa_1.70d72f67bb944277008653bdea1529fd.jpeg?odnHeight=200&odnWidth=200&odnBg=ffffff,4.4,50,https://www.walmart.com/nco/40-Off-Filtrete-Large-Room-Air-Purifier-370-SQ-Ft-Coverage-with-a-Year-apos-s-Supply-of-Filters/662243461#customer-reviews,$127.18,True
199,"HoMedics TotalClean 5 IN 1 Tower Air Purifier, UV-C Light Kills up to 99.9% of Viruses and Bacteria,AP-T30",https://www.walmart.com/ip/HoMedics-TotalClean-5-IN-1-Tower-Air-Purifier-UV-C-Light-Kills-up-to-99-9-of-Viruses-and-Bacteria-AP-T30/145973796,https://i5.walmartimages.com/asr/f08d4811-5778-48e1-b837-16c68112d216_1.51f0d6457aadec2867fd8abebf2a0e8b.jpeg?odnHeight=200&odnWidth=200&odnBg=ffffff,4.8,47,https://www.walmart.com/ip/HoMedics-TotalClean-5-IN-1-Tower-Air-Purifier-UV-C-Light-Kills-up-to-99-9-of-Viruses-and-Bacteria-AP-T30/145973796#customer-reviews,$199.99,True
167,"HoMedics TotalClean? 5 IN 1 Tower Air Purifier, UV-C Light Kills up to 99.9% of Viruses and Bacteria,AP-T30WT",https://www.walmart.com/ip/HoMedics-TotalClean-5-IN-1-Tower-Air-Purifier-UV-C-Light-Kills-up-to-99-9-of-Viruses-and-Bacteria-AP-T30WT/682602141,https://i5.walmartimages.com/asr/99d6181c-672f-4f91-959f-daaf512bdf89_1.184dc2f42b9eec1926e33e952333c8ea.jpeg?odnHeight=200&odnWidth=200&odnBg=ffffff,4.8,45,https://www.walmart.com/ip/HoMedics-TotalClean-5-IN-1-Tower-Air-Purifier-UV-C-Light-Kills-up-to-99-9-of-Viruses-and-Bacteria-AP-T30WT/682602141#customer-reviews,$199.99,True
256,HoMedics AP-T20WT Totalclean 5-In-1 Tower Air Purifier (White),https://www.walmart.com/ip/HoMedics-AP-T20WT-Totalclean-5-In-1-Tower-Air-Purifier-White/102830523,https://i5.walmartimages.com/asr/c7aebd58-3f07-4333-874a-10c1bc5b2583.ad5d76521afd0145ca4d8c870952897d.jpeg?odnHeight=200&odnWidth=200&odnBg=ffffff,4.8,45,https://www.walmart.com/ip/HoMedics-AP-T20WT-Totalclean-5-In-1-Tower-Air-Purifier-White/102830523#customer-reviews,$129.99,True
378,Hamilton Beach Trueair Allergen Reducer,https://www.walmart.com/ip/Hamilton-Beach-Trueair-Allergen-Reducer/21667769,https://i5.walmartimages.com/asr/cf413b3d-211d-4624-9c88-c8cb7fb64d84_1.b6ffe9e3153314e535d66b5a1a88358c.jpeg?odnHeight=200&odnWidth=200&odnBg=ffffff,4.4,45,https://www.walmart.com/ip/Hamilton-Beach-Trueair-Allergen-Reducer/21667769#customer-reviews,$56.83,True
125,Bionaire Germ-reducing UV Power HEPA-type Air Purifier with Permanent Filter (BAP536UV-U),https://www.walmart.com/ip/Bionaire-Germ-reducing-UV-Power-HEPA-type-Air-Purifier-with-Permanent-Filter-BAP536UV-U/54052645,https://i5.walmartimages.com/asr/44601d23-98ce-47c2-a171-6f0ca2c418df.e6502db779a347fbcf0c705481c85bed.jpeg?odnHeight=200&odnWidth=200&odnBg=ffffff,4.4,44,https://www.walmart.com/ip/Bionaire-Germ-reducing-UV-Power-HEPA-type-Air-Purifier-with-Permanent-Filter-BAP536UV-U/54052645#customer-reviews,$128.87,True
131,"GermGuardian Air Purifier with True HEPA Filter, UV-C Light Kills Germs AC4100 11-Inch",https://www.walmart.com/ip/GermGuardian-Air-Purifier-with-True-HEPA-Filter-UV-C-Light-Kills-Germs-AC4100-11-Inch/34516899,https://i5.walmartimages.com/asr/ba15bff0-16c5-4976-8025-c7bdf2bb1edb_1.42f7a4b92017b6543ffaf6356739cc23.jpeg?odnHeight=200&odnWidth=200&odnBg=ffffff,4.0,42,https://www.walmart.com/ip/GermGuardian-Air-Purifier-with-True-HEPA-Filter-UV-C-Light-Kills-Germs-AC4100-11-Inch/34516899#customer-reviews,$59.99,True
218,"Honeywell True HEPA Compact Tower Allergen Remover HPA060, Black",https://www.walmart.com/ip/Honeywell-True-HEPA-Compact-Tower-Allergen-Remover-HPA060-Black/24673606,https://i5.walmartimages.com/asr/63d6f685-16fb-4845-9a86-f7572f145176_1.ae6b83636b892f96c3b17ea9b67ceb5c.jpeg?odnHeight=200&odnWidth=200&odnBg=ffffff,4.7,42,https://www.walmart.com/ip/Honeywell-True-HEPA-Compact-Tower-Allergen-Remover-HPA060-Black/24673606#customer-reviews,$79.99,True
144,Homedics At-pet02 Totalclean Petplus Air Purifier,https://www.walmart.com/ip/Homedics-At-pet02-Totalclean-Petplus-Air-Purifier/52678549,https://i5.walmartimages.com/asr/c2505302-56f4-4d97-924d-6bd0ea5595ba_1.ddfc05a604171a9629a95492d5f96d27.jpeg?odnHeight=200&odnWidth=200&odnBg=ffffff,4.7,40,https://www.walmart.com/ip/Homedics-At-pet02-Totalclean-Petplus-Air-Purifier/52678549#customer-reviews,$199.99,True
93,"Blueair Classic 205 Air Purifier with HEPASilent Filtration for Allergen Reduction, Small Rooms 279 sq. ft. WiFi Enabled, ALEXA compatible",https://www.walmart.com/ip/Blueair-Classic-205-Air-Purifier-with-HEPASilent-Filtration-for-Allergen-Reduction-Small-Rooms-279-sq-ft-WiFi-Enabled-ALEXA-compatible/113960092,https://i5.walmartimages.com/asr/50273006-12c1-4f7a-bcf2-e59affaa3403_1.68c13b0fcb4dfd98b923cd555d6f4098.png?odnHeight=200&odnWidth=200&odnBg=ffffff,4.6,34,https://www.walmart.com/ip/Blueair-Classic-205-Air-Purifier-with-HEPASilent-Filtration-for-Allergen-Reduction-Small-Rooms-279-sq-ft-WiFi-Enabled-ALEXA-compatible/113960092#customer-reviews,$349.99,True
261,Fellowes 9320601 AeraMax DX5 Air Purifier,https://www.walmart.com/ip/Fellowes-9320601-AeraMax-DX5-Air-Purifier/29677215,https://i5.walmartimages.com/asr/92454896-8e73-4481-bca3-7802ebd572ff.34f230a532c6cfb1c736e3efea6a8191.jpeg?odnHeight=200&odnWidth=200&odnBg=ffffff,4.7,30,https://www.walmart.com/ip/Fellowes-9320601-AeraMax-DX5-Air-Purifier/29677215#customer-reviews,$189.98,True
202,Fellowes 9320801 AeraMax DX95 Air Purifier,https://www.walmart.com/ip/Fellowes-9320801-AeraMax-DX95-Air-Purifier/29677218,https://i5.walmartimages.com/asr/74f79f2d-c4a8-4287-a70c-d84a4e279bff.04661f872848f140a5f8f0027b07385d.jpeg?odnHeight=200&odnWidth=200&odnBg=ffffff,4.6,29,https://www.walmart.com/ip/Fellowes-9320801-AeraMax-DX95-Air-Purifier/29677218#customer-reviews,$248.17,True
153,"Hamilton Beach HEPA True Air Compact Pet Air Purifier, Model 04384",https://www.walmart.com/ip/Hamilton-Beach-HEPA-True-Air-Compact-Pet-Air-Purifier-Model-04384/21667770,https://i5.walmartimages.com/asr/baa91ca3-3d46-4347-90dd-c7482988d982_1.97d5dc3d479d0c14f7880ee9fbe0ad79.jpeg?odnHeight=200&odnWidth=200&odnBg=ffffff,3.7,26,https://www.walmart.com/ip/Hamilton-Beach-HEPA-True-Air-Compact-Pet-Air-Purifier-Model-04384/21667770#customer-reviews,$59.99,True
129,"GermGuardian Air Purifier with True HEPA Filter and UV-C Sanitizer, 4-in-1 AC5350BCA 28-Inch Tower",https://www.walmart.com/ip/GermGuardian-Air-Purifier-with-True-HEPA-Filter-and-UV-C-Sanitizer-4-in-1-AC5350BCA-28-Inch-Tower/43017074,https://i5.walmartimages.com/asr/d6b667f1-005d-4949-b83c-3289dffea307_1.12e84f2f06b59ce9d180bf8c9999683f.jpeg?odnHeight=200&odnWidth=200&odnBg=ffffff,4.3,25,https://www.walmart.com/ip/GermGuardian-Air-Purifier-with-True-HEPA-Filter-and-UV-C-Sanitizer-4-in-1-AC5350BCA-28-Inch-Tower/43017074#customer-reviews,$144.97,True
137,Holmes Mini Tower HEPA Air Purifier with Visipure Filter Viewing Window,https://www.walmart.com/ip/Holmes-Mini-Tower-HEPA-Air-Purifier-with-Visipure-Filter-Viewing-Window/595067529,https://i5.walmartimages.com/asr/0e41d501-b799-4c80-9792-66334154442c_1.28913955fa5f957f8290533e31ae9d24.jpeg?odnHeight=200&odnWidth=200&odnBg=ffffff,4.5,24,https://www.walmart.com/ip/Holmes-Mini-Tower-HEPA-Air-Purifier-with-Visipure-Filter-Viewing-Window/595067529#customer-reviews,$42.44,True
